,batch_size,depth,dropout,epochs,lr,width,l_train,l_test,param_norm,spectral_orig,spec,vc_dim
0,64,2,0.25,3,0.1,32,0.057881465400010344,0.05425316658020019,96.30158233642578,197777.125,5.482925717615597,853152.9207168511
1,64,2,0.25,3,0.1,64,0.0428979248671482,0.04379722175598145,113.91268157958984,513452.5,5.181861693714075,1717467.616066614
2,64,2,0.25,3,0.1,96,0.038968687589466575,0.04153962650299072,131.7855987548828,1030036.125,5.152474153291057,2594973.7598668663
3,64,2,0.25,3,1.0,32,0.024350807337012764,0.034020906662940976,345.66455078125,3589705.5,6.748830333592768,853152.9207168511
4,64,2,0.25,3,1.0,64,0.021962387374245253,0.03754645538330078,392.99273681640625,10595438.0,6.607708612705466,1717467.616066614
5,64,2,0.25,3,1.0,96,0.020014817964685305,0.03444118020534515,398.8623046875,14343039.0,6.312937473063782,2594973.7598668663
6,64,2,0.5,3,0.1,32,0.07682028514991204,0.07057777309417725,97.96142578125,184253.546875,5.259538863994045,853152.9207168511
7,64,2,0.5,3,0.1,64,0.05264501560156544,0.0488370415687561,119.44830322265625,570094.875,5.080157790694885,1717467.616066614
8,64,2,0.5,3,0.1,96,0.04844972676920394,0.046825718212127686,137.27239990234375,1048047.625,4.996575063606288,2594973.7598668663
9,64,2,0.5,3,1.0,32,0.032443915326881685,0.04012146425247192,441.87286376953125,4117454.25,6.781042033308095,853152.9207168511
10,64,2,0.5,3,1.0,64,0.029208593544375615,0.03554495124816894,525.2047729492188,12328735.0,6.390113321490981,1717467.616066614
11,64,2,0.5,3,1.0,96,0.028330756014593256,0.03401150574684143,527.48193359375,18817038.0,6.116504700216041,2594973.7598668663
12,64,4,0.25,3,0.1,32,0.055061576635638876,0.05230198554992676,116.20773315429688,38849802.0,6.926639161433897,1782688.0475587994
13,64,4,0.25,3,0.1,64,0.045273133948134876,0.04233985710144043,154.8400421142578,336947016.0,6.839865464423372,3649888.558341867
14,64,4,0.25,3,0.1,96,0.039978854656157393,0.04194813442230225,193.8015594482422,1404572256.0,6.758287658830642,5606557.229679944
15,64,4,0.25,3,1.0,32,0.02528843290063863,0.031480824971199035,372.1010437011719,2194735488.0,8.210822076622122,1782688.0475587994
16,64,4,0.25,3,1.0,64,0.02375942855695806,0.02969108810424805,463.601806640625,16115612160.0,7.772435826537329,3649888.558341867
17,64,4,0.25,3,1.0,96,0.02543348458246522,0.030824456644058227,522.0637817382812,69296209920.0,7.838258542401235,5606557.229679944
18,64,4,0.5,3,0.1,32,0.07504748659965893,0.06607044591903687,117.64420318603516,30625320.0,6.812513239840136,1782688.0475587994
19,64,4,0.5,3,0.1,64,0.05350820069282005,0.048097150039672854,161.5810546875,396551496.0,6.753515049766796,3649888.558341867
20,64,4,0.5,3,0.1,96,0.04726247266338517,0.04401030445098877,201.69114685058594,1600533984.0,6.724204938419169,5606557.229679944
21,64,4,0.5,3,1.0,32,0.03578585992561032,0.03392852792739868,483.53802490234375,3604634880.0,8.28435266159361,1782688.0475587994
22,64,4,0.5,3,1.0,64,0.029279543824292098,0.031825357961654664,588.4501953125,34199052288.0,7.915493065826235,3649888.558341867
23,64,4,0.5,3,1.0,96,0.028000454436855702,0.03196917634010315,669.5247802734375,108022542336.0,7.8570440279723925,5606557.229679944
24,64,6,0.25,3,0.1,32,0.055650349660217764,0.05287106046676636,133.0841064453125,4285072896.0,8.772432479657184,2557528.6494755456
25,64,6,0.25,3,0.1,64,0.04479474750626832,0.04451975021362305,195.46534729003906,184480448512.0,8.634544949783024,5355033.028589619
26,64,6,0.25,3,0.1,96,0.03976678325055788,0.041473331642150876,256.3702392578125,1834277273600.0,8.61657777264267,8400901.580487404
27,64,6,0.25,3,1.0,32,0.03298395197610371,0.03832253479957581,414.6571960449219,857733791744.0,10.060010280063931,2557528.6494755456
28,64,6,0.25,3,1.0,64,0.027309570403179776,0.03323667345046997,531.6648559570312,30369829093376.0,9.931111165240383,5355033.028589619
29,64,6,0.25,3,1.0,96,0.031463838736061005,0.03854077296257019,601.1396484375,190193835442176.0,9.86357705454054,8400901.580487404
30,64,6,0.5,3,0.1,32,0.07380865636579692,0.0666672369003296,137.52474975585938,5556786688.0,8.659792615684152,2557528.6494755456
31,64,6,0.5,3,0.1,64,0.05606354583936433,0.051693406295776366,199.40994262695312,198156632064.0,8.602330739396272,5355033.028589619
32,64,6,0.5,3,0.1,96,0.048589000468297554,0.04503169183731079,261.8975524902344,1944013504512.0,8.58459622273215,8400901.580487404
33,64,6,0.5,3,1.0,32,0.036828859516854086,0.03514058856964111,510.0516052246094,1950313086976.0,10.165813635392645,2557528.6494755456
34,64,6,0.5,3,1.0,64,0.03762080302874868,0.03751485185623169,641.0280151367188,80739831906304.0,10.029168721840723,5355033.028589619
35,64,6,0.5,3,1.0,96,0.03344406954428802,0.03497338304519653,751.2659301757812,392679061979136.0,9.865064993962694,8400901.580487404
